"BehaviorSpace results (NetLogo 6.2.2)"
"/home/gallagher/sensitivity/EBIVModelSAmorris.nlogo"
"SA_morris"
"04/26/2023 12:22:52:741 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","19","0","49"
"[run number]","[step]","perc-resource-cells","max-resources-base","r-growth-ts","fragmentation-level","n-animals","speed-mean","speed-max","HR-r-min","HR-r-max","B0","gamma","intercept-pcot","slope-pcot","intercept-icot","slope-icot","n-emb-range","emb-growth-c","emb-mass-init","emb-mass-inf","percent-fat-emb","percent-pro-emb","ED-pl","DE-pl","preg-prob-const","preg-prob-mid","off-BMR-red","off-growth-eff","milk-prod-eff","lact-prob-const","lact-prob-mid","ED-pro","DE-fat","DE-pro","growth-lm-prob-const","growth-lm-prob-mid","growth-lm-inf","growth-lm-k","stomach-fill-perc","AE-food","HIF","DM-food","ED-food","ED-fat","ED-cpro","gamma-mobilize","perc-water-adi","SL-max","item 0 t-mating","item 1 t-mating","t-mature","prob-ovul","t-0","t-gest","t-nurs","t-max-age","surv-prob-const","surv-prob-mid","surv-mod-embryo","surv-mod-off","item 0 winter-surv + 0.216","SA.BMadult","SA.BMemb","SA.BMwean","SA.age1stbirth","SA.LpY","SA.LSb","SA.dens"
"36","19825","0.75","140","0.0099","0.664","80","0.166","0.9864","13.56","26.56","7263.72","0.704","4.7","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.04563","0.9196","0.2052","0.603","11052.99","46920000","19100000","0.018","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.416","16.758293420721014","3.4614230127849086","9.10316957210775","171.76681614349775","0.8235294117647058","5.418674698795181","29.514492753623188"
"37","19825","0.75","140","0.0099","0.664","80","0.166","0.9864","13.56","26.56","7263.72","0.704","4.7","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.04563","0.9196","0.2052","0.603","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.416","16.44174418604652","3.4812455261274016","8.80014184397164","107.29113924050633","0.5555555555555556","5.633064516129032","23.81159420289855"
"39","19825","0.75","140","0.0099","0.664","80","0.166","0.822","13.56","26.56","7263.72","0.704","4.7","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.9196","0.2052","0.603","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.416","16.343564909666636","3.4907773386034378","8.89182795698924","103.36904761904762","0.9765625","5.345070422535211","23.52173913043478"
"40","19825","0.75","140","0.0099","0.664","80","0.166","0.822","13.56","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.9196","0.2052","0.603","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.416","16.72068489815802","3.5544224765869035","9.051485148514853","92.23636363636363","1.01","5.491428571428571","24.42753623188406"
"42","19825","0.75","140","0.0099","0.664","80","0.166","0.822","13.56","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.9196","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.3328","16.767296948861247","3.5873809523809492","9.26121673003802","109","0.8723404255319149","5.121951219512195","10.565217391304348"
"41","19825","0.75","140","0.0099","0.664","80","0.166","0.822","13.56","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.9196","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.416","19.582680056958594","3.6348178137651823","9.17335907335906","298.7529411764706","0.631578947368421","5.571428571428571","24.644927536231883"
"44","19825","0.75","140","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.3328","17.416745124411577","3.4152411575562303","8.939878542510142","129.88669950738915","0.8333333333333334","5.437062937062937","19.666666666666668"
"43","19825","0.75","140","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","25850000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.9196","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.3328","15.807969004893984","3.4468784227820666","8.631238779174165","99.97115384615384","0.8148148148148148","5.601226993865031","19.39855072463768"
"46","19825","0.75","140","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.735","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.3328","20.050774635200938","3.4864910790144097","9.082306163021858","199.22142857142856","0.5","5.449074074074074","18.304347826086957"
"45","19825","0.75","140","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.735","0.4884","23.2408","0.0612","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.0144","0.502","0.633","0.3328","18.117358713046393","3.4115356355620503","8.646983546617895","116.48823529411764","0.75","5.600823045267489","18.934782608695652"
"48","19825","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.735","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","20.240440573770538","3.4668074324323794","9.298143236074258","157.99324324324326","0.625","5.506976744186047","13.971014492753623"
"47","19825","0.75","140","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.1344","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.735","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","19.682386599220482","3.4150693985459015","9.262954545454562","124.59693877551021","0.5","5.163822525597269","16.057971014492754"
"50","13249","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","17.683333333333334","0","0","0","0","0","0"
"51","13249","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.46666666666667","0","0","0","0","0","0"
"49","19825","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.756","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.735","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","46920000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.543952180028082","1.5543529411764623","7.36969696969696","105.54455445544555","0.6702127659574468","5.629139072847682","14.753623188405797"
"52","13249","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.176","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.166666666666668","0","0","0","0","0","0"
"54","13249","0.75","112","0.0099","0.664","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.8","0","0","0","0","0","0"
"53","13249","0.75","112","0.0099","0.664","80","0.166","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","23.2408","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.425","0","0","0","0","0","0"
"55","13249","0.75","112","0.0099","0.664","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.633","0.3328","18.85","0","0","0","0","0","0"
"56","13249","0.75","112","0.0099","0.664","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.5064","0.3328","19.233333333333334","0","0","0","0","0","0"
"57","13249","0.75","112","0.0099","0.83","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","1.056","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.5064","0.3328","19.433333333333334","0","0","0","0","0","0"
"58","13249","0.75","112","0.0099","0.83","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","0.88","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","36","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.5064","0.3328","19.36","0","0","0","0","0","0"
"59","13249","0.75","112","0.0099","0.83","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","0.88","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","45","0.22","4","20","18.9","620","113.6016","0.018","0.502","0.5064","0.3328","18.099999999999998","0","0","0","0","0","0"
"60","13249","0.75","112","0.0099","0.83","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","0.88","0.9075","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","45","0.22","4","20","18.9","620","94.668","0.018","0.502","0.5064","0.3328","20.2","0","0","0","0","0","0"
"61","13249","0.75","112","0.0099","0.83","80","0.1328","0.822","11.3","26.56","7263.72","0.704","5.64","0.63","8.48","-0.319","[2 9]","0.112","7.59E-8","17.9613","0.0342","0.1122","3899.88","0.4509","27.4476","0.0384","0.4509","0.88","0.7425","28.278","0.1199","21150000","0.588","0.4884","29.051","0.051","0.0264","0.07712","0.05577","0.7524","0.2052","0.737","11052.99","39100000","19100000","0.015","0.0952","0.398","145.2","273","45","0.22","4","20","18.9","620","94.668","0.018","0.502","0.5064","0.3328","17.1","0","0","0","0","0","0"
"65","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","6.9E-8","23.9484","0.0418","0.0816","3574.89","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4.8","18","25.2","558","75.7344","0.018","0.502","0.6963","0.3744","18.8","0","0","0","0","0","0"
"66","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","3574.89","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4.8","18","25.2","558","75.7344","0.018","0.502","0.6963","0.3744","18","0","0","0","0","0","0"
"67","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","3574.89","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4.8","18","25.2","558","75.7344","0.0144","0.502","0.6963","0.3744","18.333333333333332","0","0","0","0","0","0"
"68","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","3574.89","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4.8","18","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","18.785714285714285","0","0","0","0","0","0"
"69","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4.8","18","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","18.166666666666668","0","0","0","0","0","0"
"70","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4","18","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","18.6","0","0","0","0","0","0"
"71","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.756","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4","22","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","18.166666666666668","0","0","0","0","0","0"
"72","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.63","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02376","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4","22","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","18.3","0","0","0","0","0","0"
"73","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.63","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02904","0.08676","0.04563","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4","22","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","23.228571428571428","0","0","0","0","0","0"
"74","11521","0.675","168","0.011","0.747","120","0.1826","0.9042","11.3","26.56","6053.1","0.64","4.7","0.63","9.54","-0.261","[2 9]","0.1344","5.52E-8","23.9484","0.0418","0.0816","2924.91","0.6012","22.873","0.0528","0.4509","1.056","0.7425","28.278","0.1199","18800000","0.588","0.4884","29.051","0.051","0.02904","0.08676","0.05577","0.836","0.228","0.737","13509.21","39100000","22920000","0.0165","0.1309","0.4378","108.9","218.4","49.5","0.242","4","22","25.2","558","75.7344","0.0144","0.6024","0.6963","0.3744","23","0","0","0","0","0","0"
